Entity,Code,Day,total_vaccinations_per_hundred
Poland,POL,2021-01-09,0.52
Poland,POL,2021-01-10,0.53
Poland,POL,2021-01-11,0.67
Poland,POL,2021-01-12,0.81
Poland,POL,2021-01-13,0.96
Poland,POL,2021-01-14,1.07
Poland,POL,2021-01-15,1.14
Poland,POL,2021-01-16,1.19
Poland,POL,2021-01-17,1.23
Poland,POL,2021-01-18,1.29
Poland,POL,2021-01-19,1.41
Poland,POL,2021-01-20,1.54
Poland,POL,2021-01-21,1.68
Poland,POL,2021-01-22,1.79
Poland,POL,2021-01-23,1.83
Poland,POL,2021-01-24,1.85
Poland,POL,2021-01-25,2.03
Poland,POL,2021-01-26,2.36
Poland,POL,2021-01-27,2.63
Poland,POL,2021-01-28,2.86
Poland,POL,2021-01-29,2.98
Poland,POL,2021-01-30,3.02
Poland,POL,2021-01-31,3.07
Poland,POL,2021-02-01,3.22
Poland,POL,2021-02-02,3.5
Poland,POL,2021-02-03,3.82
Poland,POL,2021-02-04,4.09
Poland,POL,2021-02-05,4.22
Poland,POL,2021-02-06,4.28
Poland,POL,2021-02-07,4.32
Poland,POL,2021-02-09,4.63
Poland,POL,2021-02-11,5.2
Poland,POL,2021-02-12,5.41
Poland,POL,2021-02-13,5.5
Poland,POL,2021-02-14,5.54
Poland,POL,2021-02-15,5.64
Poland,POL,2021-02-16,5.82
Poland,POL,2021-02-17,6.23
Poland,POL,2021-02-18,6.67
Poland,POL,2021-02-19,6.95
Poland,POL,2021-02-20,7.04
Poland,POL,2021-02-21,7.09
Poland,POL,2021-02-22,7.2
Poland,POL,2021-02-24,7.81
Poland,POL,2021-02-26,8.54
Poland,POL,2021-02-28,8.71
Poland,POL,2021-03-01,8.83
Poland,POL,2021-03-03,9.45
Poland,POL,2021-03-04,9.9
Poland,POL,2021-03-06,10.31
Poland,POL,2021-03-08,10.45
Poland,POL,2021-03-09,10.67
Poland,POL,2021-03-11,11.46
Poland,POL,2021-03-12,11.71
Poland,POL,2021-03-13,11.79
Poland,POL,2021-03-14,11.83
Poland,POL,2021-03-15,11.9
Poland,POL,2021-03-16,12.02
Poland,POL,2021-03-17,12.37
Poland,POL,2021-03-18,12.77
Poland,POL,2021-03-19,13.01
Poland,POL,2021-03-20,13.09
Poland,POL,2021-03-21,13.12
Poland,POL,2021-03-22,13.26
Poland,POL,2021-03-23,13.56
Poland,POL,2021-03-24,14.05
Poland,POL,2021-03-26,15.02
Poland,POL,2021-03-28,15.36
Poland,POL,2021-03-30,15.88
Poland,POL,2021-03-31,16.37
Poland,POL,2021-04-01,16.87
Poland,POL,2021-04-02,17.27
Poland,POL,2021-04-04,17.38
Poland,POL,2021-04-05,17.4
Poland,POL,2021-04-07,18.27
Poland,POL,2021-04-08,18.96
Poland,POL,2021-04-10,19.93
Poland,POL,2021-04-11,20.07
Poland,POL,2021-04-12,20.32
Poland,POL,2021-04-13,20.81
Poland,POL,2021-04-15,22.15
Poland,POL,2021-04-19,23.51
Poland,POL,2021-04-20,24.04
Poland,POL,2021-04-21,24.79
Poland,POL,2021-04-22,25.6
Poland,POL,2021-04-23,26.29
Poland,POL,2021-04-25,27
Poland,POL,2021-04-27,28.04
Poland,POL,2021-04-28,28.93
Poland,POL,2021-04-29,29.94
Poland,POL,2021-05-01,31
Poland,POL,2021-05-03,31.31
Poland,POL,2021-05-05,32.93
Poland,POL,2021-05-06,34.03
Poland,POL,2021-05-07,35
Poland,POL,2021-05-08,35.69
Poland,POL,2021-05-09,35.93
Poland,POL,2021-05-10,36.44
Poland,POL,2021-05-11,37.26
Poland,POL,2021-05-13,39.53
Poland,POL,2021-05-14,40.49
Poland,POL,2021-05-15,41.18
Poland,POL,2021-05-16,41.45
Poland,POL,2021-05-17,41.88
Poland,POL,2021-05-18,42.74
Poland,POL,2021-05-20,45.04
Poland,POL,2021-05-21,46
Poland,POL,2021-05-22,46.64
Poland,POL,2021-05-23,46.83
Poland,POL,2021-05-24,47.21
Poland,POL,2021-05-25,48.01
Poland,POL,2021-05-26,49.04
Poland,POL,2021-05-27,50.06
Poland,POL,2021-05-28,50.97
Poland,POL,2021-05-29,51.71
Poland,POL,2021-05-30,51.97
Poland,POL,2021-05-31,52.43
Poland,POL,2021-06-01,53.61
Poland,POL,2021-06-02,55.27
Poland,POL,2021-06-03,55.67
Poland,POL,2021-06-04,56.79
Poland,POL,2021-06-05,57.5
Poland,POL,2021-06-06,57.78
Poland,POL,2021-06-07,58.32
Poland,POL,2021-06-08,59.35
Poland,POL,2021-06-09,60.67
Poland,POL,2021-06-10,61.68
Poland,POL,2021-06-11,62.77
Poland,POL,2021-06-12,63.59
Poland,POL,2021-06-13,63.88
Poland,POL,2021-06-14,64.45
Poland,POL,2021-06-16,66.52
Poland,POL,2021-06-17,67.57
Poland,POL,2021-06-18,68.41
Poland,POL,2021-06-19,68.97
Poland,POL,2021-06-20,69.16
Poland,POL,2021-06-21,69.61
Poland,POL,2021-06-22,70.69
Poland,POL,2021-06-23,71.7
Poland,POL,2021-06-24,72.11
Poland,POL,2021-06-26,74.02
Poland,POL,2021-06-27,74.26
Poland,POL,2021-06-28,74.66
Poland,POL,2021-06-29,75.41
Poland,POL,2021-06-30,76.34
Poland,POL,2021-07-01,77.12
Poland,POL,2021-07-02,77.77
Poland,POL,2021-07-03,78.22
Poland,POL,2021-07-04,78.38
Poland,POL,2021-07-05,78.7
Poland,POL,2021-07-06,79.35
Poland,POL,2021-07-07,80.24
Poland,POL,2021-07-08,80.94
Poland,POL,2021-07-09,81.6
Poland,POL,2021-07-11,82.32
Poland,POL,2021-07-12,82.63
Poland,POL,2021-07-13,83.18
Poland,POL,2021-07-14,83.95
Poland,POL,2021-07-15,84.61
Poland,POL,2021-07-17,85.59
Poland,POL,2021-07-19,85.94
Poland,POL,2021-07-20,86.36
Poland,POL,2021-07-21,86.88
Poland,POL,2021-07-22,87.4
Poland,POL,2021-07-23,87.82
Poland,POL,2021-07-25,88.15
Poland,POL,2021-07-26,88.35
Poland,POL,2021-07-27,88.61
Poland,POL,2021-07-28,89.01
Poland,POL,2021-07-29,89.33
Poland,POL,2021-07-30,89.63
Poland,POL,2021-07-31,89.88
Poland,POL,2021-08-01,89.97
Poland,POL,2021-08-02,90.12
Poland,POL,2021-08-03,90.32
Poland,POL,2021-08-04,90.59
Poland,POL,2021-08-05,90.86
Poland,POL,2021-08-07,91.33
Poland,POL,2021-08-09,91.5
Poland,POL,2021-08-10,91.66
Poland,POL,2021-08-11,91.86
Poland,POL,2021-08-12,92.1
Poland,POL,2021-08-14,92.43
Poland,POL,2021-08-15,92.49
Poland,POL,2021-08-16,92.6
Poland,POL,2021-08-17,92.75
Poland,POL,2021-08-18,92.99
Poland,POL,2021-08-19,93.17
Poland,POL,2021-08-20,93.36
Poland,POL,2021-08-21,93.47
Poland,POL,2021-08-22,93.52
Poland,POL,2021-08-24,93.76
Poland,POL,2021-08-26,94.12
Poland,POL,2021-08-27,94.31
Poland,POL,2021-08-28,94.42
Poland,POL,2021-08-29,94.48
Poland,POL,2021-08-30,94.58
Poland,POL,2021-08-31,94.72
Poland,POL,2021-09-01,94.85
Poland,POL,2021-09-02,95
Poland,POL,2021-09-03,95.16
Poland,POL,2021-09-04,95.24
Poland,POL,2021-09-05,95.28
Poland,POL,2021-09-06,95.35
Poland,POL,2021-09-07,95.44
Poland,POL,2021-09-08,95.55
Poland,POL,2021-09-10,95.83
Poland,POL,2021-09-11,95.9
Poland,POL,2021-09-12,95.93
Poland,POL,2021-09-14,96.07
Poland,POL,2021-09-15,96.17
Poland,POL,2021-09-16,96.27
Poland,POL,2021-09-17,96.38
Poland,POL,2021-09-19,96.47
Poland,POL,2021-09-20,96.53
Poland,POL,2021-09-21,96.6
Poland,POL,2021-09-22,96.78
Poland,POL,2021-09-23,96.86
Poland,POL,2021-09-24,96.96
Poland,POL,2021-09-25,96.97
Poland,POL,2021-09-27,97
Poland,POL,2021-09-28,97.07
Poland,POL,2021-09-29,97.14
Poland,POL,2021-10-01,97.42
Poland,POL,2021-10-02,97.45
Poland,POL,2021-10-03,97.57
Poland,POL,2021-10-04,98.33
Poland,POL,2021-10-12,99.31
Poland,POL,2021-10-13,99.33
Poland,POL,2021-10-15,99.85
Poland,POL,2021-10-16,99.93
Poland,POL,2021-10-17,99.94
Poland,POL,2021-10-19,100.17
Poland,POL,2021-10-20,100.34
Poland,POL,2021-10-21,100.53
Poland,POL,2021-10-23,100.82
Poland,POL,2021-10-24,100.84
Poland,POL,2021-10-25,100.95
Poland,POL,2021-10-26,101.29
Poland,POL,2021-10-28,101.68
Poland,POL,2021-10-29,101.89
Poland,POL,2021-10-31,101.98
Poland,POL,2021-11-01,101.98
Poland,POL,2021-11-02,102.12
Poland,POL,2021-11-03,102.35
Poland,POL,2021-11-04,102.59
Poland,POL,2021-11-05,102.87
Poland,POL,2021-11-06,103.01
Poland,POL,2021-11-07,103.03
Poland,POL,2021-11-08,103.19
Poland,POL,2021-11-09,103.43
Poland,POL,2021-11-11,103.79
Poland,POL,2021-11-12,104.04
Poland,POL,2021-11-14,104.17
Poland,POL,2021-11-15,104.34
Poland,POL,2021-11-16,104.62
Poland,POL,2021-11-17,104.95
Poland,POL,2021-11-18,105.29
Poland,POL,2021-11-19,105.69
Poland,POL,2021-11-20,105.91
Poland,POL,2021-11-21,105.95
Poland,POL,2021-11-22,106.21
Poland,POL,2021-11-23,106.58
Poland,POL,2021-11-25,107.51
Poland,POL,2021-11-27,108.43
Poland,POL,2021-11-28,108.51
Poland,POL,2021-11-29,108.79
Poland,POL,2021-12-01,109.72
Poland,POL,2021-12-02,110.23
Poland,POL,2021-12-03,110.91
Poland,POL,2021-12-04,111.39
Poland,POL,2021-12-05,111.5
Poland,POL,2021-12-06,112.39
Poland,POL,2021-12-08,113.62
Poland,POL,2021-12-10,114.9
Poland,POL,2021-12-11,115.38
Poland,POL,2021-12-12,115.48
Poland,POL,2021-12-13,115.91
Poland,POL,2021-12-14,116.47
Poland,POL,2021-12-15,117.07
Poland,POL,2021-12-16,117.68
Poland,POL,2021-12-17,118.34
Poland,POL,2021-12-18,118.8
Poland,POL,2021-12-19,118.91
Poland,POL,2021-12-20,119.36
Poland,POL,2021-12-21,119.76
Poland,POL,2021-12-22,120.22
Poland,POL,2021-12-23,120.46
Poland,POL,2021-12-24,120.49
Poland,POL,2021-12-25,120.49
Poland,POL,2021-12-26,120.49
Poland,POL,2021-12-28,121.51
Poland,POL,2021-12-30,122.59
Poland,POL,2021-12-31,122.66
Poland,POL,2022-01-01,122.66
Poland,POL,2022-01-02,122.71
Poland,POL,2022-01-03,123.13
Poland,POL,2022-01-04,123.86
Poland,POL,2022-01-05,124.62
Poland,POL,2022-01-06,124.71
Poland,POL,2022-01-07,125.31
Poland,POL,2022-01-08,125.77
Poland,POL,2022-01-09,125.86
Poland,POL,2022-01-10,126.33
Poland,POL,2022-01-11,126.98
Poland,POL,2022-01-12,127.63
Poland,POL,2022-01-13,128.21
Poland,POL,2022-01-14,128.86
Poland,POL,2022-01-16,129.37
Poland,POL,2022-01-17,129.78
Poland,POL,2022-01-18,130.27
Poland,POL,2022-01-20,131.3
Poland,POL,2022-01-21,131.83
Poland,POL,2022-01-22,132.17
Poland,POL,2022-01-23,132.28
Poland,POL,2022-01-24,132.6
Poland,POL,2022-01-25,133.01
Poland,POL,2022-01-26,133.45
Poland,POL,2022-01-27,133.8
Poland,POL,2022-01-28,134.24
Poland,POL,2022-01-30,134.61
Poland,POL,2022-01-31,134.85
Poland,POL,2022-02-01,135.14
Poland,POL,2022-02-02,135.45
Poland,POL,2022-02-03,135.73
Poland,POL,2022-02-04,136.05
Poland,POL,2022-02-05,136.26
Poland,POL,2022-02-06,136.29
Poland,POL,2022-02-07,136.47
Poland,POL,2022-02-08,136.69
Poland,POL,2022-02-09,136.92
Poland,POL,2022-02-10,137.13
Poland,POL,2022-02-11,137.38
Poland,POL,2022-02-12,137.52
Poland,POL,2022-02-13,137.55
Poland,POL,2022-02-14,137.66
Poland,POL,2022-02-15,137.79
Poland,POL,2022-02-16,137.99
Poland,POL,2022-02-18,138.36
Poland,POL,2022-02-19,138.46
Poland,POL,2022-02-20,138.48
Poland,POL,2022-02-21,138.58
Poland,POL,2022-02-22,138.7
Poland,POL,2022-02-23,138.83
Poland,POL,2022-02-24,138.95
Poland,POL,2022-02-25,139.11
Poland,POL,2022-02-26,139.19
Poland,POL,2022-02-27,139.2
Poland,POL,2022-03-01,139.35
Poland,POL,2022-03-02,139.44
Poland,POL,2022-03-03,139.51
Poland,POL,2022-03-04,139.62
Poland,POL,2022-03-05,139.67
Poland,POL,2022-03-07,139.73
Poland,POL,2022-03-08,139.78
Poland,POL,2022-03-10,139.91
Poland,POL,2022-03-11,140
Poland,POL,2022-03-13,140.05
Poland,POL,2022-03-15,140.15
Poland,POL,2022-03-16,140.21
Poland,POL,2022-03-17,140.26
Poland,POL,2022-03-19,140.38
Poland,POL,2022-03-20,140.39
Poland,POL,2022-03-21,140.43
Poland,POL,2022-03-22,140.47
Poland,POL,2022-03-23,140.51
Poland,POL,2022-03-24,140.56
Poland,POL,2022-03-25,140.62
Poland,POL,2022-03-26,140.65
Poland,POL,2022-03-27,140.66
Poland,POL,2022-03-29,140.72
Poland,POL,2022-03-30,140.77
Poland,POL,2022-03-31,140.81
Poland,POL,2022-04-03,140.9
Poland,POL,2022-04-04,140.93
Poland,POL,2022-04-05,140.96
Poland,POL,2022-04-06,140.99
Poland,POL,2022-04-07,141.01
Poland,POL,2022-04-08,141.06
Poland,POL,2022-04-10,141.08
Poland,POL,2022-04-11,141.11
Poland,POL,2022-04-13,141.17
Poland,POL,2022-04-14,141.2
Poland,POL,2022-04-17,141.24
Poland,POL,2022-04-18,141.25
Poland,POL,2022-04-19,141.28
Poland,POL,2022-04-20,141.31
Poland,POL,2022-04-22,141.4
Poland,POL,2022-04-23,141.41
Poland,POL,2022-04-25,141.46
Poland,POL,2022-04-26,141.49
Poland,POL,2022-04-28,141.55
Poland,POL,2022-04-29,141.61
Poland,POL,2022-04-30,141.66
Poland,POL,2022-05-01,141.67
Poland,POL,2022-05-02,141.68
Poland,POL,2022-05-03,141.68
Poland,POL,2022-05-04,141.72
Poland,POL,2022-05-05,141.76
Poland,POL,2022-05-06,141.81
Poland,POL,2022-05-07,141.82
Poland,POL,2022-05-08,141.82
Poland,POL,2022-05-09,141.84
Poland,POL,2022-05-10,141.86
Poland,POL,2022-05-11,141.89
Poland,POL,2022-05-12,141.92
Poland,POL,2022-05-13,141.94
Poland,POL,2022-05-14,141.94
Poland,POL,2022-05-15,141.95
Poland,POL,2022-05-16,141.97
Poland,POL,2022-05-17,142.02
Poland,POL,2022-05-18,142.04
Poland,POL,2022-05-19,142.07
Poland,POL,2022-05-20,142.1
Poland,POL,2022-05-21,142.11
Poland,POL,2022-05-22,142.11
Poland,POL,2022-05-23,142.12
Poland,POL,2022-05-24,142.15
Poland,POL,2022-05-25,142.19
Poland,POL,2022-05-26,142.21
Poland,POL,2022-05-27,142.24
Poland,POL,2022-05-29,142.25
Poland,POL,2022-05-30,142.27
Poland,POL,2022-05-31,142.29
Poland,POL,2022-06-01,142.3
Poland,POL,2022-06-02,142.32
Poland,POL,2022-06-03,142.34
Poland,POL,2022-06-04,142.34
Poland,POL,2022-06-05,142.34
Poland,POL,2022-06-06,142.35
Poland,POL,2022-06-07,142.36
Poland,POL,2022-06-08,142.38
Poland,POL,2022-06-09,142.39
Poland,POL,2022-06-10,142.4
Poland,POL,2022-06-11,142.4
Poland,POL,2022-06-12,142.4
Poland,POL,2022-06-13,142.41
Poland,POL,2022-06-14,142.42
Poland,POL,2022-06-16,142.43
Poland,POL,2022-06-17,142.44
Poland,POL,2022-06-18,142.44
Poland,POL,2022-06-19,142.44
Poland,POL,2022-06-20,142.45
Poland,POL,2022-06-21,142.46
Poland,POL,2022-06-22,142.47
Poland,POL,2022-06-23,142.48
Poland,POL,2022-06-24,142.5
Poland,POL,2022-06-25,142.5
Poland,POL,2022-06-26,142.5
Poland,POL,2022-06-27,142.51
Poland,POL,2022-06-28,142.52
Poland,POL,2022-06-29,142.52
Poland,POL,2022-06-30,142.53
Poland,POL,2022-07-01,142.54
Poland,POL,2022-07-02,142.54
Poland,POL,2022-07-03,142.54
Poland,POL,2022-07-04,142.55
Poland,POL,2022-07-05,142.56
Poland,POL,2022-07-06,142.57
Poland,POL,2022-07-08,142.59
Poland,POL,2022-07-09,142.6
Poland,POL,2022-07-10,142.6
Poland,POL,2022-07-11,142.61
Poland,POL,2022-07-12,142.62
Poland,POL,2022-07-13,142.63
Poland,POL,2022-07-14,142.64
Poland,POL,2022-07-15,142.65
Poland,POL,2022-07-16,142.66
Poland,POL,2022-07-17,142.66
Poland,POL,2022-07-18,142.67
Poland,POL,2022-07-19,142.67
Poland,POL,2022-07-20,142.68
Poland,POL,2022-07-21,142.72
Poland,POL,2022-07-22,142.77
Poland,POL,2022-07-23,142.79
Poland,POL,2022-07-24,142.79
Poland,POL,2022-07-25,142.87
Poland,POL,2022-07-26,142.97
Poland,POL,2022-07-27,143.1
Poland,POL,2022-07-28,143.28
Poland,POL,2022-07-29,143.47
Poland,POL,2022-07-30,143.51
Poland,POL,2022-07-31,143.52
Poland,POL,2022-08-01,143.75
Poland,POL,2022-08-02,143.89
Poland,POL,2022-08-03,144.09
Poland,POL,2022-08-04,144.2
Poland,POL,2022-08-05,144.34
Poland,POL,2022-08-06,144.38
Poland,POL,2022-08-07,144.38
Poland,POL,2022-08-08,144.75
Poland,POL,2022-08-09,144.85
Poland,POL,2022-08-10,144.96
Poland,POL,2022-08-11,145.04
Poland,POL,2022-08-12,145.37
Poland,POL,2022-08-13,145.4
Poland,POL,2022-08-14,145.41
Poland,POL,2022-08-15,145.41
Poland,POL,2022-08-16,145.51
Poland,POL,2022-08-17,145.61
Poland,POL,2022-08-18,145.69
Poland,POL,2022-08-19,145.79
Poland,POL,2022-08-20,145.82
Poland,POL,2022-08-21,145.83
Poland,POL,2022-08-22,146.04
Poland,POL,2022-08-23,146.06
Poland,POL,2022-08-24,146.25
Poland,POL,2022-08-25,146.34
Poland,POL,2022-08-26,146.42
Poland,POL,2022-08-27,146.45
Poland,POL,2022-08-28,146.45
Poland,POL,2022-08-29,146.5
Poland,POL,2022-08-30,146.56
Poland,POL,2022-08-31,146.64
Portugal,PRT,2021-01-01,0.05
Portugal,PRT,2021-01-08,0.83
Portugal,PRT,2021-01-15,1.34
Portugal,PRT,2021-01-22,2.85
Portugal,PRT,2021-01-29,3.72
Portugal,PRT,2021-02-05,4.33
Portugal,PRT,2021-02-12,5.71
Portugal,PRT,2021-02-19,7.21
Portugal,PRT,2021-02-26,9.15
Portugal,PRT,2021-03-05,10.86
Portugal,PRT,2021-03-12,12.33
Portugal,PRT,2021-03-19,14.23
Portugal,PRT,2021-03-26,16.98
Portugal,PRT,2021-04-02,19.19
Portugal,PRT,2021-04-09,22.24
Portugal,PRT,2021-04-16,26.96
Portugal,PRT,2021-04-23,30.41
Portugal,PRT,2021-04-30,34.7
Portugal,PRT,2021-05-07,40.51
Portugal,PRT,2021-05-14,46.36
Portugal,PRT,2021-05-21,51.54
Portugal,PRT,2021-05-28,57.07
Portugal,PRT,2021-06-04,62.69
Portugal,PRT,2021-06-11,68.72
Portugal,PRT,2021-06-18,75.92
Portugal,PRT,2021-06-25,83.03
Portugal,PRT,2021-07-02,91.1
Portugal,PRT,2021-07-09,101.43
Portugal,PRT,2021-07-16,108.96
Portugal,PRT,2021-07-23,115.53
Portugal,PRT,2021-07-30,121.48
Portugal,PRT,2021-08-06,127.75
Portugal,PRT,2021-08-13,134.3
Portugal,PRT,2021-08-20,140.21
Portugal,PRT,2021-08-27,144.47
Portugal,PRT,2021-09-03,148.71
Portugal,PRT,2021-09-10,152.43
Portugal,PRT,2021-09-17,155.44
Portugal,PRT,2021-09-24,156.82
Portugal,PRT,2021-10-01,157.66
Portugal,PRT,2021-10-08,158.26
Portugal,PRT,2021-10-15,159.1
Portugal,PRT,2021-10-22,160.66
Portugal,PRT,2021-10-29,162.12
Portugal,PRT,2021-11-05,163.43
Portugal,PRT,2021-11-12,165.42
Portugal,PRT,2021-11-19,168.2
Portugal,PRT,2021-11-26,172.75
Portugal,PRT,2021-12-03,177.61
Portugal,PRT,2021-12-10,182.6
Portugal,PRT,2021-12-17,186.66
Portugal,PRT,2021-12-24,189.4
Portugal,PRT,2021-12-31,193.56
Portugal,PRT,2022-01-07,199.75
Portugal,PRT,2022-01-14,205.51
Portugal,PRT,2022-01-21,211.4
Portugal,PRT,2022-01-28,216.79
Portugal,PRT,2022-02-04,221.81
Portugal,PRT,2022-02-11,225.51
Portugal,PRT,2022-02-18,227.33
Portugal,PRT,2022-02-25,228.99
Portugal,PRT,2022-03-04,229.42
Portugal,PRT,2022-03-11,229.87
Portugal,PRT,2022-03-18,230.23
Portugal,PRT,2022-03-25,230.61
Portugal,PRT,2022-04-01,230.96
Portugal,PRT,2022-04-08,231.23
Portugal,PRT,2022-04-15,231.39
Portugal,PRT,2022-04-22,231.72
Portugal,PRT,2022-04-29,232
Portugal,PRT,2022-05-06,232.29
Portugal,PRT,2022-05-13,232.59
Portugal,PRT,2022-05-20,233.37
Portugal,PRT,2022-05-27,234.61
Portugal,PRT,2022-06-03,236.2
Portugal,PRT,2022-06-10,237.55
Portugal,PRT,2022-06-17,238.62
Portugal,PRT,2022-06-24,239.46
Portugal,PRT,2022-07-01,240.07
Portugal,PRT,2022-07-08,240.47
Portugal,PRT,2022-07-15,240.78
Portugal,PRT,2022-07-22,241.05
Portugal,PRT,2022-07-29,241.29
Portugal,PRT,2022-08-05,241.45
Portugal,PRT,2022-08-12,241.59
Portugal,PRT,2022-08-19,241.7
Qatar,QAT,2020-12-22,0
Qatar,QAT,2021-01-28,1.86
Qatar,QAT,2021-02-18,5.21
Qatar,QAT,2021-03-07,12.16
Qatar,QAT,2021-03-10,14.14
Qatar,QAT,2021-03-16,18.97
Qatar,QAT,2021-03-21,22.12
Qatar,QAT,2021-03-22,22.9
Qatar,QAT,2021-03-23,23.71
Qatar,QAT,2021-03-24,24.49
Qatar,QAT,2021-03-25,25.27
Qatar,QAT,2021-03-26,26.11
Qatar,QAT,2021-03-27,26.83
Qatar,QAT,2021-03-28,27.54
Qatar,QAT,2021-03-29,28.46
Qatar,QAT,2021-03-30,29.41
Qatar,QAT,2021-03-31,30.37
Qatar,QAT,2021-04-01,31.32
Qatar,QAT,2021-04-02,32.26
Qatar,QAT,2021-04-03,33.08
Qatar,QAT,2021-04-04,33.88
Qatar,QAT,2021-04-05,34.78
Qatar,QAT,2021-04-06,35.77
Qatar,QAT,2021-04-07,36.74
Qatar,QAT,2021-04-08,37.67
Qatar,QAT,2021-04-09,38.75
Qatar,QAT,2021-04-10,39.51
Qatar,QAT,2021-04-11,40.17
Qatar,QAT,2021-04-12,41.09
Qatar,QAT,2021-04-13,42.1
Qatar,QAT,2021-04-14,43.13
Qatar,QAT,2021-04-15,44.01
Qatar,QAT,2021-04-16,45
Qatar,QAT,2021-04-17,45.57
Qatar,QAT,2021-04-18,46.43
Qatar,QAT,2021-04-19,47.3
Qatar,QAT,2021-04-20,48.23
Qatar,QAT,2021-04-21,49.14
Qatar,QAT,2021-04-22,50.05
Qatar,QAT,2021-04-23,51.05
Qatar,QAT,2021-04-24,51.88
Qatar,QAT,2021-04-25,52.67
Qatar,QAT,2021-04-26,53.67
Qatar,QAT,2021-04-27,54.67
Qatar,QAT,2021-04-28,55.68
Qatar,QAT,2021-04-29,56.79
Qatar,QAT,2021-04-30,57.89
Qatar,QAT,2021-05-01,58.74
Qatar,QAT,2021-05-02,59.66
Qatar,QAT,2021-05-03,60.84
Qatar,QAT,2021-05-04,62.16
Qatar,QAT,2021-05-05,63.31
Qatar,QAT,2021-05-06,64.45
Qatar,QAT,2021-05-07,65.57
Qatar,QAT,2021-05-08,66.48
Qatar,QAT,2021-05-09,67.45
Qatar,QAT,2021-05-10,68.62
Qatar,QAT,2021-05-11,69.79
Qatar,QAT,2021-05-12,71.11
Qatar,QAT,2021-05-13,72.34
Qatar,QAT,2021-05-14,73.53
Qatar,QAT,2021-05-15,74.47
Qatar,QAT,2021-05-16,75.72
Qatar,QAT,2021-05-17,77.13
Qatar,QAT,2021-05-18,78.49
Qatar,QAT,2021-05-19,80.01
Qatar,QAT,2021-05-20,81.5
Qatar,QAT,2021-05-21,83.09
Qatar,QAT,2021-05-23,85.31
Qatar,QAT,2021-05-24,86.65
Qatar,QAT,2021-05-25,88
Qatar,QAT,2021-05-26,89.4
Qatar,QAT,2021-05-27,90.8
Qatar,QAT,2021-05-28,92.1
Qatar,QAT,2021-05-29,92.69
Qatar,QAT,2021-05-30,93.54
Qatar,QAT,2021-05-31,94.68
Qatar,QAT,2021-06-01,95.78
Qatar,QAT,2021-06-02,96.73
Qatar,QAT,2021-06-03,97.55
Qatar,QAT,2021-06-04,98.34
Qatar,QAT,2021-06-05,98.83
Qatar,QAT,2021-06-06,99.55
Qatar,QAT,2021-06-07,100.47
Qatar,QAT,2021-06-08,101.06
Qatar,QAT,2021-06-09,101.53
Qatar,QAT,2021-06-10,102.24
Qatar,QAT,2021-06-11,102.97
Qatar,QAT,2021-06-12,103.45
Qatar,QAT,2021-06-13,103.97
Qatar,QAT,2021-06-14,104.64
Qatar,QAT,2021-06-15,105.42
Qatar,QAT,2021-06-16,105.85
Qatar,QAT,2021-06-17,106.25
Qatar,QAT,2021-06-18,106.69
Qatar,QAT,2021-06-19,107
Qatar,QAT,2021-06-20,107.37
Qatar,QAT,2021-06-21,107.83
Qatar,QAT,2021-06-22,108.21
Qatar,QAT,2021-06-23,108.85
Qatar,QAT,2021-06-24,109.96
Qatar,QAT,2021-06-25,111.2
Qatar,QAT,2021-06-26,111.93
Qatar,QAT,2021-06-27,113.15
Qatar,QAT,2021-06-28,114.4
Qatar,QAT,2021-06-29,115.65
Qatar,QAT,2021-06-30,116.99
Qatar,QAT,2021-07-01,118.21
Qatar,QAT,2021-07-02,119.46
Qatar,QAT,2021-07-03,120.02
Qatar,QAT,2021-07-04,120.87
Qatar,QAT,2021-07-05,121.88
Qatar,QAT,2021-07-06,122.91
Qatar,QAT,2021-07-07,123.99
Qatar,QAT,2021-07-08,125.33
Qatar,QAT,2021-07-09,125.87
Qatar,QAT,2021-07-10,126.12
Qatar,QAT,2021-07-11,126.36
Qatar,QAT,2021-07-12,126.79
Qatar,QAT,2021-07-13,127.55
Qatar,QAT,2021-07-14,128.42
Qatar,QAT,2021-07-15,129.26
Qatar,QAT,2021-07-16,130.11
Qatar,QAT,2021-07-17,130.31
Qatar,QAT,2021-07-18,131.05
Qatar,QAT,2021-07-19,132.4
Qatar,QAT,2021-07-20,133.21
Qatar,QAT,2021-07-21,133.46
Qatar,QAT,2021-07-22,134.47
Qatar,QAT,2021-07-23,135.27
Qatar,QAT,2021-07-24,135.48
Qatar,QAT,2021-07-26,137.1
Qatar,QAT,2021-07-27,137.95
Qatar,QAT,2021-07-28,138.78
Qatar,QAT,2021-07-29,139.58
Qatar,QAT,2021-07-30,140.45
Qatar,QAT,2021-07-31,140.63
Qatar,QAT,2021-08-01,141.52
Qatar,QAT,2021-08-02,142.54
Qatar,QAT,2021-08-03,143.56
Qatar,QAT,2021-08-04,144.07
Qatar,QAT,2021-08-05,145.7
Qatar,QAT,2021-08-06,146.51
Qatar,QAT,2021-08-07,146.65
Qatar,QAT,2021-08-08,146.99
Qatar,QAT,2021-08-09,148.46
Qatar,QAT,2021-08-10,149.26
Qatar,QAT,2021-08-11,150.23
Qatar,QAT,2021-08-13,151.29
Qatar,QAT,2021-08-14,151.65
Qatar,QAT,2021-08-15,152.2
